,id,tweet,label,new_label,clean_text
744,745,A claim that the novel coronavirus was never detected in the major Chinese cities of Beijing and Shanghai has been shared repeatedly on Facebook Twitter and Instagram.,fake,1,a claim that the novel coronavirus was never detected in the major chinese cities of beijing and shanghai has been shared repeatedly on facebook twitter and instagram
745,746,"Weaponizing Coronaviruses with Pentagon Funding at Chinese Military Lab. Director of Center for Emerging Infectious Diseases at Wuhan Institute of Virology, collects bat viruses &amp; uses genetic engineering to make them more lethal &amp; able to infect humans..
https://t.co/PpLcpPYaIu https://t.co/jsNqdmSdfD",fake,1,weaponizing coronaviruses with pentagon funding at chinese military lab director of center for emerging infectious diseases at wuhan institute of virology collects bat viruses amp uses genetic engineering to make them more lethal amp able to infect humans
746,747,The COVAX Facility is part of COVAX the vaccines pillar of the Access to #COVID19 Tools (ACT) Accelerator which is co-led by the @CEPIvaccines @gavi and WHO. 👉🏼 https://t.co/6KyDZ6TWWE https://t.co/n222K5z6hY,real,0,the covax facility is part of covax the vaccines pillar of the access to covid19 tools act accelerator which is coled by the cepivaccines gavi and who
747,748,_An image has been shared thousands of times in multiple posts on Facebook alongside a claim that it shows a medicine created by U.S. scientists that can cure the novel coronavirus._,fake,1,an image has been shared thousands of times in multiple posts on facebook alongside a claim that it shows a medicine created by us scientists that can cure the novel coronavirus
748,749,RT @SecAzar: .@HHSGov is providing $225 million for #COVID19 testing in rural communities. Further expanding testing capacity is a crucial…,real,0,rt secazar hhsgov is providing 225 million for covid19 testing in rural communities further expanding testing capacity is a crucial
749,750,HCPs: It’s important to have in-person newborn visits to assess health of mom and baby. Talk with parents about the increased stress of having a new baby during the COVID-19 pandemic. Know the symptoms of #COVID19 in children. https://t.co/p8MDGBWNf7 https://t.co/rM95TdGJ56,real,0,hcps its important to have inperson newborn visits to assess health of mom and baby talk with parents about the increased stress of having a new baby during the covid19 pandemic know the symptoms of covid19 in children
750,751,Quinine found in tonic water along with 50-100mg of zinc daily will kill COVID-19. Hydroxychloroquine is the synthetic version of Quinine. Drink some fresh squeezed lemon juice with your tonic water. You'll be GOLDEN.,fake,1,quinine found in tonic water along with 50100mg of zinc daily will kill covid19 hydroxychloroquine is the synthetic version of quinine drink some fresh squeezed lemon juice with your tonic water youll be golden
751,752,Australia appears to be heading for its lowest daily increase in #coronavirus cases in three months as a state leader said infection spikes in Europe served as a warning about the dangers of exiting lockdown too soon https://t.co/FHd1mk3hcw,real,0,australia appears to be heading for its lowest daily increase in coronavirus cases in three months as a state leader said infection spikes in europe served as a warning about the dangers of exiting lockdown too soon
752,753,Lockdown in South Africa has collapsed. Guys are out on the streets looting shops because of no employment and no money to buy food even police cannot Control the crowds..,fake,1,lockdown in south africa has collapsed guys are out on the streets looting shops because of no employment and no money to buy food even police cannot control the crowds
753,754,RT @Surgeon_General: We all have a role to play in preventing the spread of #COVID19. #COVIDStopsWithMe https://t.co/PjvKyJNMaR,real,0,rt surgeongeneral we all have a role to play in preventing the spread of covid19 covidstopswithme
754,755,Over the next week we are projecting 2418 arrivals and 2762 departures from managed isolation. This gives a net reduction of 344 people in managed isolation over those 7 days.,real,0,over the next week we are projecting 2418 arrivals and 2762 departures from managed isolation this gives a net reduction of 344 people in managed isolation over those 7 days
755,756,Arizona has 1300 new #COVID19 cases each day. https://t.co/pDayJIjUbm,real,0,arizona has 1300 new covid19 cases each day
756,757,Poland stands up against compulsory vaccination.,fake,1,poland stands up against compulsory vaccination
757,758,Wuhan has imposed a second lockdown after a resurgence of COVID-19 cases.,fake,1,wuhan has imposed a second lockdown after a resurgence of covid19 cases
758,759,Hydroxychloroquine cures! People shouldn't have to be in fear of their lives of this virus!,fake,1,hydroxychloroquine cures people shouldnt have to be in fear of their lives of this virus
759,760,"Says the Asian, Hong Kong, swine and bird flus each ???killed more people than coronavirus.??�",fake,1,says the asian hong kong swine and bird flus each killed more people than coronavirus
760,761,#COVID19 mortality rate in Black Americans is 4x that of white double what the CDC reports. https://t.co/fxqfX4B15A https://t.co/46yvhmkE0b,real,0,covid19 mortality rate in black americans is 4x that of white double what the cdc reports
761,762,#IndiaFightsCorona: India crosses another landmark records highest ever tests in a single day More than 10.5 lakh #COVID tests conducted in last 24 hours All State/UTs conducting more than 140 tests/day/million as advised by @WHO Details: https://t.co/rJpGv1chGo @ICMRDELHI https://t.co/OqqMjpbf4u,real,0,indiafightscorona india crosses another landmark records highest ever tests in a single day more than 105 lakh covid tests conducted in last 24 hours all stateuts conducting more than 140 testsdaymillion as advised by who details icmrdelhi
762,763,#PublicHealth Workers: Is it difficult to stay on top of the latest #COVID19 research? CDC has launched the “COVID-19 Science Update” a series of summaries of new COVID-19 studies on many topics. Access the summaries here: https://t.co/jCs6fCR0HA. https://t.co/NfjFgMhLGj,real,0,publichealth workers is it difficult to stay on top of the latest covid19 research cdc has launched the covid19 science update a series of summaries of new covid19 studies on many topics access the summaries here
763,764,304 new cases of #COVID19Nigeria; FCT-90 Lagos-59 Ondo-39 Taraba-18 Rivers-17 Borno-15 Adamawa-12 Oyo-11 Delta-9 Edo-6 Bauchi-4 Kwara-4 Ogun-4 Osun-4 Bayelsa-3 Plateau-3 Niger-3 Nasarawa-2 Kano-1 44433 confirmed 31851 discharged 910 deaths https://t.co/waSTKebCfs,real,0,304 new cases of covid19nigeria fct90 lagos59 ondo39 taraba18 rivers17 borno15 adamawa12 oyo11 delta9 edo6 bauchi4 kwara4 ogun4 osun4 bayelsa3 plateau3 niger3 nasarawa2 kano1 44433 confirmed 31851 discharged 910 deaths
764,765,A karaoke night at a Scottish pub has been linked to an outbreak of coronavirus cases https://t.co/10kQt4KhJU,real,0,a karaoke night at a scottish pub has been linked to an outbreak of coronavirus cases
765,766,COVID-19 Update There are two new cases of COVID-19 to report in managed isolation facilities in New Zealand today. ​ ​ It has been 96 days since the last case of COVID-19 was acquired locally from an unknown source.,real,0,covid19 update there are two new cases of covid19 to report in managed isolation facilities in new zealand today it has been 96 days since the last case of covid19 was acquired locally from an unknown source
766,767,Our discharges today include 100 community recoveries managed in Oyo State in line with new case management guidelines. A breakdown of cases by state can be found via https://t.co/zQrpNeOfet #TakeResponsibility https://t.co/vLklv1BIVa,real,0,our discharges today include 100 community recoveries managed in oyo state in line with new case management guidelines a breakdown of cases by state can be found via takeresponsibility
